Pathogen,Matrix,Substrate,Freq (Days),Harvest Quant,Days Survived,Sustainable Potency (Score)
Cystic Fibrosis (Genetic),SCOBY (Cu),Pure Mead,5,0.1,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pure Mead,5,0.15,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pure Mead,5,0.2,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pure Mead,5,0.25,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pure Mead,5,0.3,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pure Mead,7,0.05,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pure Mead,7,0.1,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pure Mead,7,0.15,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pure Mead,7,0.2,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pure Mead,7,0.25,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pure Mead,7,0.3,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pure Mead,10,0.05,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pure Mead,10,0.1,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pure Mead,10,0.15,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pure Mead,10,0.2,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pure Mead,10,0.25,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pure Mead,10,0.3,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pure Mead,14,0.05,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pure Mead,14,0.1,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pure Mead,14,0.15,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pure Mead,14,0.2,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pure Mead,14,0.25,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pure Mead,14,0.3,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pure Mead,21,0.05,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pure Mead,21,0.1,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pure Mead,21,0.15,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pure Mead,21,0.2,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pure Mead,21,0.25,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pure Mead,21,0.3,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pure Mead,30,0.05,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pure Mead,30,0.1,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pure Mead,30,0.15,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pure Mead,30,0.2,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pure Mead,30,0.25,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pure Mead,30,0.3,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Melomel (Fruit),3,0.05,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Melomel (Fruit),3,0.1,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Melomel (Fruit),3,0.15,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Melomel (Fruit),3,0.2,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Melomel (Fruit),3,0.25,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Melomel (Fruit),3,0.3,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Melomel (Fruit),5,0.05,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Melomel (Fruit),5,0.1,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Melomel (Fruit),5,0.15,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Melomel (Fruit),5,0.2,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Melomel (Fruit),5,0.25,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Melomel (Fruit),5,0.3,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Melomel (Fruit),7,0.05,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Melomel (Fruit),7,0.1,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Melomel (Fruit),7,0.15,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Melomel (Fruit),7,0.2,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Melomel (Fruit),7,0.25,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Melomel (Fruit),7,0.3,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Melomel (Fruit),10,0.05,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Melomel (Fruit),10,0.1,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Melomel (Fruit),10,0.15,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Melomel (Fruit),10,0.2,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Melomel (Fruit),10,0.25,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Melomel (Fruit),10,0.3,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Melomel (Fruit),14,0.05,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Melomel (Fruit),14,0.1,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Melomel (Fruit),14,0.15,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Melomel (Fruit),14,0.2,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Melomel (Fruit),14,0.25,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Melomel (Fruit),14,0.3,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Melomel (Fruit),21,0.05,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Melomel (Fruit),21,0.1,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Melomel (Fruit),21,0.15,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Melomel (Fruit),21,0.2,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Melomel (Fruit),21,0.25,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Melomel (Fruit),21,0.3,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Melomel (Fruit),30,0.05,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Melomel (Fruit),30,0.1,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Melomel (Fruit),30,0.15,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Melomel (Fruit),30,0.2,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Melomel (Fruit),30,0.25,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Melomel (Fruit),30,0.3,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Braggot (Grain),3,0.05,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Braggot (Grain),3,0.1,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Braggot (Grain),3,0.15,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Braggot (Grain),3,0.2,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Braggot (Grain),3,0.25,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Braggot (Grain),3,0.3,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Braggot (Grain),5,0.05,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Braggot (Grain),5,0.1,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Braggot (Grain),5,0.15,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Braggot (Grain),5,0.2,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Braggot (Grain),5,0.25,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Braggot (Grain),5,0.3,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Braggot (Grain),7,0.05,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Braggot (Grain),7,0.1,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Braggot (Grain),7,0.15,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Braggot (Grain),7,0.2,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Braggot (Grain),7,0.25,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Braggot (Grain),7,0.3,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Braggot (Grain),10,0.05,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Braggot (Grain),10,0.1,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Braggot (Grain),10,0.15,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Braggot (Grain),10,0.2,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Braggot (Grain),10,0.25,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Braggot (Grain),10,0.3,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Braggot (Grain),14,0.05,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Braggot (Grain),14,0.1,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Braggot (Grain),14,0.15,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Braggot (Grain),14,0.2,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Braggot (Grain),14,0.25,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Braggot (Grain),14,0.3,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Braggot (Grain),21,0.05,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Braggot (Grain),21,0.1,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Braggot (Grain),21,0.15,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Braggot (Grain),21,0.2,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Braggot (Grain),21,0.25,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Braggot (Grain),21,0.3,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Braggot (Grain),30,0.05,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Braggot (Grain),30,0.1,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Braggot (Grain),30,0.15,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Braggot (Grain),30,0.2,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Braggot (Grain),30,0.25,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Braggot (Grain),30,0.3,2,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pyment (Fruit+Grain),3,0.05,3,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pyment (Fruit+Grain),3,0.1,3,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pyment (Fruit+Grain),3,0.15,3,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pyment (Fruit+Grain),3,0.2,3,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pyment (Fruit+Grain),3,0.25,4,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pyment (Fruit+Grain),3,0.3,4,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pyment (Fruit+Grain),5,0.05,3,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pyment (Fruit+Grain),5,0.1,3,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pyment (Fruit+Grain),5,0.15,3,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pyment (Fruit+Grain),5,0.2,3,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pyment (Fruit+Grain),5,0.25,3,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pyment (Fruit+Grain),5,0.3,3,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pyment (Fruit+Grain),7,0.05,3,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pyment (Fruit+Grain),7,0.1,3,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pyment (Fruit+Grain),7,0.15,3,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pyment (Fruit+Grain),7,0.2,3,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pyment (Fruit+Grain),7,0.25,3,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pyment (Fruit+Grain),7,0.3,3,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pyment (Fruit+Grain),10,0.05,3,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pyment (Fruit+Grain),10,0.1,3,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pyment (Fruit+Grain),10,0.15,3,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pyment (Fruit+Grain),10,0.2,3,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pyment (Fruit+Grain),10,0.25,3,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pyment (Fruit+Grain),10,0.3,3,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pyment (Fruit+Grain),14,0.05,3,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pyment (Fruit+Grain),14,0.1,3,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pyment (Fruit+Grain),14,0.15,3,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pyment (Fruit+Grain),14,0.2,3,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pyment (Fruit+Grain),14,0.25,3,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pyment (Fruit+Grain),14,0.3,3,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pyment (Fruit+Grain),21,0.05,3,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pyment (Fruit+Grain),21,0.1,3,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pyment (Fruit+Grain),21,0.15,3,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pyment (Fruit+Grain),21,0.2,3,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pyment (Fruit+Grain),21,0.25,3,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pyment (Fruit+Grain),21,0.3,3,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pyment (Fruit+Grain),30,0.05,3,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pyment (Fruit+Grain),30,0.1,3,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pyment (Fruit+Grain),30,0.15,3,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pyment (Fruit+Grain),30,0.2,3,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pyment (Fruit+Grain),30,0.25,3,0.0
Cystic Fibrosis (Genetic),SCOBY (Cu),Pyment (Fruit+Grain),30,0.3,3,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Pure Mead,3,0.05,40,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Pure Mead,3,0.1,180,0.27
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Pure Mead,3,0.15,180,0.288
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Pure Mead,3,0.2,180,0.297
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Pure Mead,3,0.25,180,0.302
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Pure Mead,3,0.3,180,0.305
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Pure Mead,5,0.05,33,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Pure Mead,5,0.1,44,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Pure Mead,5,0.15,94,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Pure Mead,5,0.2,180,0.351
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Pure Mead,5,0.25,180,0.362
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Pure Mead,5,0.3,180,0.369
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Pure Mead,7,0.05,31,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Pure Mead,7,0.1,38,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Pure Mead,7,0.15,47,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Pure Mead,7,0.2,76,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Pure Mead,7,0.25,180,0.389
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Pure Mead,7,0.3,180,0.401
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Pure Mead,10,0.05,29,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Pure Mead,10,0.1,34,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Pure Mead,10,0.15,37,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Pure Mead,10,0.2,46,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Pure Mead,10,0.25,58,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Pure Mead,10,0.3,89,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Pure Mead,14,0.05,30,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Pure Mead,14,0.1,32,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Pure Mead,14,0.15,34,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Pure Mead,14,0.2,37,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Pure Mead,14,0.25,39,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Pure Mead,14,0.3,41,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Pure Mead,21,0.05,28,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Pure Mead,21,0.1,30,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Pure Mead,21,0.15,31,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Pure Mead,21,0.2,32,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Pure Mead,21,0.25,33,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Pure Mead,21,0.3,35,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Pure Mead,30,0.05,27,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Pure Mead,30,0.1,27,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Pure Mead,30,0.15,27,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Pure Mead,30,0.2,27,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Pure Mead,30,0.25,27,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Pure Mead,30,0.3,27,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Melomel (Fruit),3,0.05,50,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Melomel (Fruit),3,0.1,180,0.27
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Melomel (Fruit),3,0.15,180,0.288
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Melomel (Fruit),3,0.2,180,0.297
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Melomel (Fruit),3,0.25,180,0.302
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Melomel (Fruit),3,0.3,180,0.305
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Melomel (Fruit),5,0.05,39,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Melomel (Fruit),5,0.1,59,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Melomel (Fruit),5,0.15,180,0.333
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Melomel (Fruit),5,0.2,180,0.351
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Melomel (Fruit),5,0.25,180,0.362
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Melomel (Fruit),5,0.3,180,0.369
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Melomel (Fruit),7,0.05,37,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Melomel (Fruit),7,0.1,46,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Melomel (Fruit),7,0.15,62,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Melomel (Fruit),7,0.2,180,0.371
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Melomel (Fruit),7,0.25,180,0.389
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Melomel (Fruit),7,0.3,180,0.401
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Melomel (Fruit),10,0.05,35,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Melomel (Fruit),10,0.1,38,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Melomel (Fruit),10,0.15,46,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Melomel (Fruit),10,0.2,58,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Melomel (Fruit),10,0.25,89,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Melomel (Fruit),10,0.3,180,0.457
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Melomel (Fruit),14,0.05,34,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Melomel (Fruit),14,0.1,36,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Melomel (Fruit),14,0.15,39,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Melomel (Fruit),14,0.2,41,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Melomel (Fruit),14,0.25,52,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Melomel (Fruit),14,0.3,55,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Melomel (Fruit),21,0.05,32,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Melomel (Fruit),21,0.1,34,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Melomel (Fruit),21,0.15,35,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Melomel (Fruit),21,0.2,36,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Melomel (Fruit),21,0.25,38,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Melomel (Fruit),21,0.3,39,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Melomel (Fruit),30,0.05,33,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Melomel (Fruit),30,0.1,35,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Melomel (Fruit),30,0.15,36,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Melomel (Fruit),30,0.2,38,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Melomel (Fruit),30,0.25,40,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Melomel (Fruit),30,0.3,42,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Braggot (Grain),3,0.05,50,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Braggot (Grain),3,0.1,180,0.27
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Braggot (Grain),3,0.15,180,0.288
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Braggot (Grain),3,0.2,180,0.297
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Braggot (Grain),3,0.25,180,0.302
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Braggot (Grain),3,0.3,180,0.305
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Braggot (Grain),5,0.05,39,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Braggot (Grain),5,0.1,59,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Braggot (Grain),5,0.15,180,0.333
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Braggot (Grain),5,0.2,180,0.351
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Braggot (Grain),5,0.25,180,0.362
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Braggot (Grain),5,0.3,180,0.369
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Braggot (Grain),7,0.05,37,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Braggot (Grain),7,0.1,46,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Braggot (Grain),7,0.15,62,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Braggot (Grain),7,0.2,180,0.371
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Braggot (Grain),7,0.25,180,0.389
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Braggot (Grain),7,0.3,180,0.401
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Braggot (Grain),10,0.05,35,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Braggot (Grain),10,0.1,38,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Braggot (Grain),10,0.15,46,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Braggot (Grain),10,0.2,58,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Braggot (Grain),10,0.25,89,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Braggot (Grain),10,0.3,180,0.457
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Braggot (Grain),14,0.05,34,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Braggot (Grain),14,0.1,36,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Braggot (Grain),14,0.15,39,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Braggot (Grain),14,0.2,41,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Braggot (Grain),14,0.25,52,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Braggot (Grain),14,0.3,55,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Braggot (Grain),21,0.05,32,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Braggot (Grain),21,0.1,34,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Braggot (Grain),21,0.15,35,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Braggot (Grain),21,0.2,36,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Braggot (Grain),21,0.25,38,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Braggot (Grain),21,0.3,39,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Braggot (Grain),30,0.05,33,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Braggot (Grain),30,0.1,35,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Braggot (Grain),30,0.15,36,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Braggot (Grain),30,0.2,38,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Braggot (Grain),30,0.25,40,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Braggot (Grain),30,0.3,42,0.0
Cystic Fibrosis (Genetic),Lactobacillus (Mg),Pyment (Fruit+Grain),3,0.05,53,0.0
